method,source
/smallsql/database/ExpressionFunctionTimestampDiff/getString(),"[""String getString() throws Exception {"",""\t\tif(isNull()) return null;"",""\t\treturn String.valueOf(getInt());"",""\t}""]"
/smallsql/database/Where/setRowPosition(long),"[""final void setRowPosition(long rowPosition) throws Exception {"",""\t\trowSource.setRowPosition(rowPosition);"",""\t}""]"
/smallsql/database/Utils/money2int(long),"[""static int money2int( long value ) {"",""\t\tif (value \< Integer.MIN_VALUE) return Integer.MIN_VALUE;"",""\t\telse if (value \> Integer.MAX_VALUE) return Integer.MAX_VALUE;"",""\t\telse return (int) value;"",""\t}""]"
"/smallsql/database/CommandCreateDatabase/CommandCreateDatabase(smallsql.database.Logger,java.lang.String)","[""CommandCreateDatabase( Logger log, String name ){"",""    \tsuper(log);"",""        this.type = SQLTokenizer.DATABASE;"",""        if(name.startsWith(\""file:\""))"",""            name = name.substring(5);"",""        this.name = name;"",""    }""]"
"/smallsql/database/IndexNode/createIndexNode(boolean,char)","[""/**"",""     * Create a new Node in the Index. This is a factory method "",""     * that must be overridden from extended classes."",""     * @param unique descript if it is an unique index (primary key) or a multi value index is."",""     */"",""    protected IndexNode createIndexNode(boolean unique, char digit){"",""        return new IndexNode(unique, digit);"",""    }""]"
/smallsql/database/UnionAll/getNumeric(int),"[""final MutableNumeric getNumeric(int colIdx) throws Exception {"",""\t\treturn currentDS.getNumeric(colIdx);"",""\t}""]"
/smallsql/database/View/createColumns(smallsql.database.SSConnection),"[""private void createColumns(SSConnection con) throws Exception{"",""\t\tcommandSelect.compile(con);"",""\t\tExpressions exprs = commandSelect.columnExpressions;"",""\t\tfor(int c=0; c\<exprs.size(); c++){"",""\t\t\tExpression expr = exprs.get(c);"",""\t\t\tif(expr instanceof ExpressionName){"",""\t\t\t\tColumn column = ((ExpressionName)expr).getColumn().copy();"",""\t\t\t\tcolumn.setName( expr.getAlias() );"",""\t\t\t\tcolumns.add( column );"",""\t\t\t}else{"",""\t\t\t\tcolumns.add( new ColumnExpression(expr));"",""\t\t\t}"",""\t\t}"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/getMaxColumnsInIndex(),"[""public int getMaxColumnsInIndex() {"",""    \treturn 0;"",""    }""]"
/smallsql/database/UnionAll/init(smallsql.database.SSConnection),"[""boolean init(SSConnection con) throws Exception{"",""\t\tboolean result = false;"",""\t\tint colCount = -1;"",""\t\tfor(int i=0; i\<dataSources.size(); i++){"",""\t\t\tDataSource ds = dataSources.get(i);"",""\t\t\tresult |= ds.init(con);"",""\t\t\tint nextColCount = ds.getTableView().columns.size();"",""\t\t\tif(colCount == -1)"",""\t\t\t\tcolCount = nextColCount;"",""\t\t\telse"",""\t\t\t\tif(colCount != nextColCount)"",""\t\t\t\t\tthrow SmallSQLException.create(Language.UNION_DIFFERENT_COLS, new Object[] { new Integer(colCount), new Integer(nextColCount)});"",""\t\t}\t"",""\t\treturn result;"",""\t}""]"
/smallsql/junit/TestDBMetaData/testGetCatalogs(),"[""public void testGetCatalogs() throws Exception{"",""\t\tConnection con = AllTests.getConnection();"",""\t\ttry{"",""\t\t\tcon.createStatement().execute(\""drop database test2\\n\\r\\t\"");"",""\t\t}catch(SQLException e){/* ignore it if the database already exists */}"",""\t\tcon.createStatement().execute(\""create database test2\"");"",""\t\tDatabaseMetaData md = con.getMetaData();"",""\t\tResultSet rs = md.getCatalogs();"",""\t\tassertRSMetaData( rs, new String[]{\""TABLE_CAT\""}, new int[]{Types.VARCHAR});"",""\t\twhile(rs.next()){"",""\t\t\tSystem.out.println( \""testCatalogs:\""+rs.getObject(1) );"",""\t\t}"",""\t}""]"
/smallsql/database/Scrollable/execute(),"[""void execute() throws Exception{"",""\t\trowSource.execute();"",""\t\trowList.clear();"",""\t\trowIdx = -1;"",""\t}""]"
/smallsql/database/SmallSQLException/printStackTrace(),"[""public void printStackTrace(){"",""\t\tif(!isInit) return;"",""\t\tsuper.printStackTrace();"",""\t}""]"
/smallsql/database/ExpressionArithmetic/getDataType(),"[""int getDataType() {"",""        switch(operation){"",""            case NEGATIVE:"",""            case BIT_NOT:"",""            \treturn left.getDataType();"",""\t\t\tcase EQUALS:"",""\t\t\tcase EQUALS_NULL:"",""\t\t\tcase GREATER:"",""\t\t\tcase GRE_EQU:"",""\t\t\tcase LESSER:"",""\t\t\tcase LES_EQU:"",""\t\t\tcase UNEQUALS:"",""\t\t\tcase BETWEEN:"",""\t\t\tcase OR:"",""\t\t\tcase AND:"",""\t\t\tcase NOT:"",""\t\t\tcase LIKE:"",""\t\t\tcase ISNULL:"",""\t\t\tcase ISNOTNULL:"",""\t\t\t \treturn SQLTokenizer.BOOLEAN;"",""            default:"",""            \treturn getDataType(left, right);"",""        }"",""    }""]"
/smallsql/database/DateTime/valueOf(java.sql.Time),"[""static DateTime valueOf(java.sql.Time date){"",""\t\tif(date == null) return null;"",""\t\treturn new DateTime( parse(date), SQLTokenizer.TIME);"",""\t}""]"
/smallsql/database/Expression/equals(java.lang.Object),"[""/**"",""\t * Is used in GroupResult."",""\t */"",""\tpublic boolean equals(Object expr){"",""\t\tif(!(expr instanceof Expression)) return false;"",""\t\tif( ((Expression)expr).type == type){"",""\t\t\t"",""\t\t\tExpression[] p1 = ((Expression)expr).params;"",""\t\t\tExpression[] p2 = params;"",""\t\t\tif(p1 != null && p2 != null){"",""\t\t\t\tif(p1 == null) return false;"",""\t\t\t\tfor(int i=0; i\<p1.length; i++){"",""\t\t\t\t\tif(!p2[i].equals(p1[i])) return false;"",""\t\t\t\t}"",""\t\t\t}"",""\t\t\tString name1 = ((Expression)expr).name;"",""\t\t\tString name2 = name;"",""\t\t\tif(name1 == name2) return true;"",""\t\t\tif(name1 == null) return false;"",""\t\t\tif(name1.equalsIgnoreCase(name2)) return true;"",""\t\t}"",""\t\treturn false;"",""\t}""]"
/smallsql/database/ExpressionFunctionReplace/getFunction(),"[""final int getFunction() {"",""\t\treturn SQLTokenizer.REPLACE;"",""\t}""]"
/smallsql/database/SSResultSet/getLong(java.lang.String),"[""public long getLong(String columnName) throws SQLException {"",""        return getLong( findColumn( columnName ) );"",""    }""]"
/smallsql/database/LongTreeList/writeShort(int),"[""/**"",""\t * Save a short value in the index. The long values are saved in 4 short values-"",""\t * @param value"",""\t */"",""\tfinal private void writeShort(int value){"",""\t\tdata[offset++] = (byte)(value \>\> 8);"",""\t\tdata[offset++] = (byte)(value);"",""\t}""]"
"/smallsql/database/MutableNumeric/add(int,int[])","[""private void add( int sig2, int[] val2){"",""        if(val2.length \> value.length){"",""            int[] temp = val2;"",""            val2 = value;"",""            value = temp;"",""            int tempi = signum;"",""            signum = sig2;"",""            sig2 = tempi;"",""        }"",""        if(signum != sig2)"",""            sub(val2);"",""        else"",""            add(val2);"",""    }""]"
/smallsql/database/RowSource/next(),"[""abstract boolean next() throws Exception;""]"
/smallsql/database/SSCallableStatement/getFloat(int),"[""public float getFloat(int i) throws SQLException {"",""        try{"",""            Expression expr = getValue(i);"",""            wasNull = expr.isNull();"",""            return expr.getFloat();"",""        }catch(Exception e){"",""            throw SmallSQLException.createFromException( e );"",""        }"",""    }""]"
/smallsql/database/SSResultSetMetaData/getTableName(int),"[""public String getTableName(int column) throws SQLException {"",""        return getColumnExpression( column ).getTableName();"",""    }""]"
/smallsql/database/SSConnection/SSConnection(java.util.Properties),"[""SSConnection( Properties props ) throws SQLException{"",""    \tSmallSQLException.setLanguage(props.get(\""locale\""));"",""        log = new Logger();"",""        String name = props.getProperty(\""dbpath\"");"",""        readonly = \""true\"".equals(props.getProperty(\""readonly\""));"",""        boolean create = \""true\"".equals(props.getProperty(\""create\""));"",""        database = Database.getDatabase(name, this, create);"",""\t\tmetadata = new SSDatabaseMetaData(this);"",""    }""]"
/smallsql/junit/TestResultSet/testOther(),"[""public void testOther() throws Exception{"",""        Connection con = AllTests.getConnection();"",""        Statement st = con.createStatement();"",""        ResultSet rs = st.executeQuery(\""Select * From ResultSet\"");"",""        "",""        assertEquals(st, rs.getStatement());"",""        "",""        //currently there are no known warnings"",""        rs.clearWarnings();"",""        assertNull(rs.getWarnings());"",""        "",""        rs.setFetchDirection(ResultSet.FETCH_FORWARD);"",""        assertEquals( rs.getFetchDirection(), ResultSet.FETCH_FORWARD);"","""",""        rs.setFetchDirection(ResultSet.FETCH_REVERSE);"",""        assertEquals( rs.getFetchDirection(), ResultSet.FETCH_REVERSE);"",""        "",""        rs.setFetchSize(123);"",""        assertEquals( rs.getFetchSize(), 123);"",""    }""]"
/smallsql/junit/TestOperatoren/main(java.lang.String[]),"[""public static void main(String[] argv) {"",""        junit.swingui.TestRunner.main(new String[]{TestOperatoren.class.getName()});"",""    }""]"
/smallsql/database/LongLongList/get1(int),"[""final long get1(int idx){"",""\t\tif (idx \>= size)"",""\t\t\tthrow new IndexOutOfBoundsException(\""Index: \""+idx+\"", Size: \""+size);"",""\t\treturn data[idx \<\< 1];"",""\t}""]"
/smallsql/database/ExpressionFunctionReturnP1Number/getLong(),"[""final long getLong() throws Exception{"",""        return Utils.double2long(getDouble());"",""    }""]"
/smallsql/database/SSConnection/setCatalog(java.lang.String),"[""public void setCatalog(String catalog) throws SQLException {"",""        testClosedConnection();"",""        database = Database.getDatabase(catalog, this, false);"",""    }""]"
/smallsql/database/IndexNode/getChildNode(char),"[""/**"",""\t * Returns the IndexNode for the node position digit."",""\t * @param digit The digit must be in the range 0 between 255. "",""\t */"",""\tfinal IndexNode getChildNode(char digit){"",""\t\tint pos = findNodePos(digit);"",""\t\tif(pos \>=0) return nodes[pos];"",""\t\treturn null;"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/supportsOpenCursorsAcrossRollback(),"[""public boolean supportsOpenCursorsAcrossRollback() {"",""    \treturn true;"",""    }""]"
/smallsql/database/ExpressionName/getNumeric(),"[""MutableNumeric getNumeric() throws Exception{"",""        return fromEntry.getNumeric(colIdx);"",""    }""]"
"/smallsql/database/SSStatement/execute(java.lang.String,java.lang.String[])","[""final public boolean execute(String sql, String[] columnNames) throws SQLException{"",""        setNeedGeneratedKeys(columnNames);"",""        return execute(sql);"",""    }""]"
/smallsql/database/ExpressionFunctionCase/getScale(),"[""final int getScale(){"",""\t\tint precision = 0;"",""\t\tfor(int i=results.size()-1; i\>=0; i--){"",""\t\t\tprecision = Math.max(precision, results.get(i).getScale());"",""\t\t}"",""\t\treturn precision;"",""\t}""]"
/smallsql/junit/TestTokenizer/tearDown(),"[""public void tearDown() throws SQLException {"",""\t\tif (conn != null) {"",""\t\t\tdropTable();"",""\t\t\tstat.close(); "",""\t\t\tconn.close();"",""\t\t}"",""\t}""]"
"/smallsql/junit/TestExceptions/a(java.lang.String,int,int,java.lang.String)","[""private static TestValue a(String sqlstate, int errorCode, int errorType, String sql ){"",""        TestValue value = new TestValue();"",""        value.sql       = sql;"",""        value.sqlstate  = sqlstate;"",""        value.errorCode = errorCode;"",""        value.errorType = errorType;"",""        return value;"",""    }""]"
"/smallsql/database/Table/getStore(smallsql.database.SSConnection,long,int)","[""StoreImpl getStore( SSConnection con, long filePos, int pageOperation ) throws Exception{"",""\t\tTableStorePage storePage = requestLock( con, pageOperation, filePos );"",""        return StoreImpl.createStore( this, storePage, pageOperation, filePos );"",""    }""]"
"/smallsql/database/Database/Database(java.lang.String,java.io.File,boolean)","[""/**"",""     * Create a instance of a Database"",""     * @param name is used for getCatalog()"",""     * @param canonicalFile the directory that is already canonical"",""     * @param readonly open database in read only mode"",""     * @throws SQLException If can\'t open"",""     */"",""    private Database( String name, File canonicalFile, boolean readonly ) throws SQLException{"",""        try{"",""\t        this.name = name;"",""\t        this.readonly = readonly;"",""\t\t\tdirectory = canonicalFile;"",""\t\t\tif(!directory.isDirectory()){"",""                throw SmallSQLException.create(Language.DB_NONEXISTENT, name);"",""            }"",""\t\t\tFile file = new File( directory, Utils.MASTER_FILENAME);"",""\t\t\tif(!file.exists())"",""\t\t\t\tthrow SmallSQLException.create(Language.DB_NOT_DIRECTORY, name);"",""\t\t\tmaster = Utils.openRaFile( file, readonly );"",""        }catch(Exception e){"",""        \tthrow SmallSQLException.createFromException(e);"",""        }"",""    }""]"
/smallsql/database/SSDatabaseMetaData/doesMaxRowSizeIncludeBlobs(),"[""public boolean doesMaxRowSizeIncludeBlobs() {"",""    \treturn false;"",""    }""]"
/smallsql/database/ForeignKeys/add(smallsql.database.ForeignKey),"[""final void add(ForeignKey foreignKey){"",""\t\tif(size \>= data.length ){"",""\t\t\tresize(size \<\< 1);"",""\t\t}"",""\t\tdata[size++] = foreignKey;"",""\t}""]"
/smallsql/database/ViewResult/last(),"[""boolean last() throws Exception{"",""\t\treturn commandSelect.last();"",""\t}""]"
/smallsql/database/ExpressionFunctionRand/getDouble(),"[""final double getDouble() throws Exception{"",""\t\tif(getParams().length == 0)"",""\t\t\treturn random.nextDouble();"",""\t\tif(isNull()) return 0;"",""\t\treturn new Random(param1.getLong()).nextDouble(); "",""    }""]"
/smallsql/junit/TestScrollable/testUpdatable(),"[""public void testUpdatable() throws Exception{"",""        Connection con = AllTests.getConnection();"",""        try{            "",""            con.createStatement().execute(\""Create Table Scrollable (i int Identity primary key, v varchar(20))\"");"",""            Statement st = con.createStatement(ResultSet.TYPE_SCROLL_SENSITIVE, ResultSet.CONCUR_UPDATABLE);"","""",""            for(int row = 1; row \< 4; row++){"",""                testUpdatableAssert( con, st.executeQuery(\""Select * from Scrollable\""), row );"",""                testUpdatableAssert( con, st.executeQuery(\""Select * from Scrollable Order By i\""), row );"",""                testUpdatableAssert( con, st.executeQuery(\""Select * from Scrollable Where 1 = 1\""), row );"",""                testUpdatableAssert( con, st.executeQuery(\""Select * from Scrollable Where 1 = 1 Order By i\""), row );"",""                con.createStatement().execute(\""Insert Into Scrollable(v) Values(\'qwert\"" +row + \""\')\"");"",""            }"",""        }finally{"",""            dropTable( con, \""Scrollable\"");"",""        }"",""    }""]"
/smallsql/database/StoreImpl/writeInt(int),"[""void writeInt( int value ){"",""    \tint newSize = offset + 4;"",""        if(newSize \> page.length) resizePage(newSize);"","""",""        page[ offset++ ] = (byte)(value \>\> 24);"",""        page[ offset++ ] = (byte)(value \>\> 16);"",""        page[ offset++ ] = (byte)(value \>\> 8);"",""        page[ offset++ ] = (byte)(value);"",""    }""]"
/smallsql/database/SQLParser/delete(),"[""private Command delete() throws SQLException{"",""    \tCommandDelete cmd = new CommandDelete(con.log);"",""    \tnextToken(MISSING_FROM);"",""    \tfrom(cmd);"",""\t\tSQLToken token = nextToken();"",""\t\tif(token != null){"",""\t\t\tif(token.value != SQLTokenizer.WHERE)"",""\t\t\t\tthrow this.createSyntaxError(token, MISSING_WHERE);"",""\t\t\twhere(cmd);"",""\t\t}"",""\t\treturn cmd;"",""    }""]"
/smallsql/database/Database/getName(),"[""String getName(){"",""        return name;"",""    }""]"
/smallsql/database/ExpressionInSelect/isInList(),"[""boolean isInList() throws Exception{"",""\t\tloadInList();"",""\t\treturn index.findRows(getParams(), false, null) != null;"",""\t}""]"
/smallsql/database/Scrollable/relative(int),"[""boolean relative(int rows) throws Exception{"",""\t\tint newRow = rows + rowIdx + 1;"",""\t\tif(newRow \<= 0){"",""\t\t\tbeforeFirst();"",""\t\t\treturn false;"",""\t\t}else{"",""\t\t\treturn absolute(newRow);"",""\t\t}"",""\t}""]"
"/smallsql/database/SSCallableStatement/setObject(java.lang.String,java.lang.Object)","[""public void setObject(String parameterName, Object x) throws SQLException {"",""        setObject( findParameter( parameterName ), x );"",""    }""]"
/smallsql/database/SSStatement/executeQuery(java.lang.String),"[""final public ResultSet executeQuery(String sql) throws SQLException{"",""        executeImpl(sql);"",""        return cmd.getQueryResult();"",""    }""]"
/smallsql/database/Join/nullRow(),"[""/**"",""     * By OUTER or FULL JOIN must one rowsource set to null."",""     */"",""    void nullRow(){"",""    \tleft.nullRow();"",""    \tright.nullRow();"",""    \trow = 0;"",""    }""]"
/smallsql/database/NoFromResult/relative(int),"[""final boolean relative(int rows){"",""\t\tif(rows == 0) return rowPos == 1;"",""\t\trowPos = Math.min( Math.max( rowPos + rows, -1), 1);"",""\t\treturn rowPos == 1;"",""\t}""]"
/smallsql/database/TableResult/moveToValidRow(),"[""/**"",""     * Move to the next valid row. A valid row is a normal row or an pointer to an updated row value."",""     * A invalid row is a deleted row or an updated value that is reference by an update pointer. "",""     */"",""    final private boolean moveToValidRow() throws Exception{"",""\t\twhile(filePos \>= 0){"",""        \tif(moveToRow())"",""        \t\treturn true;"",""\t\t\tsetNextFilePos();"",""    \t}"",""        row = 0;"",""    \treturn false;"",""    }""]"
"/smallsql/database/Table/requestWriteLock(smallsql.database.SSConnection,smallsql.database.TableStorePage)","[""/**"",""\t * Request a write lock for a page that is read. It add the resulting StorePage to the list of commits."",""     * @throws SQLException"",""     *             if the connection was closed."",""\t */"",""\tTableStorePage requestWriteLock(SSConnection con, TableStorePage readlock) throws SQLException{"",""\t\tif(readlock.lockType == LOCK_INSERT){"",""\t\t\tTableStorePage lock = new TableStorePage( con, this, LOCK_INSERT, -1);"",""\t\t\treadlock.nextLock = lock;"",""\t\t\tcon.add(lock);"",""\t\t\treturn lock;\t\t\t\t\t\t\t\t\t"",""\t\t}"",""\t\tLong pageKey = new Long(readlock.fileOffset); //TODO performance"",""\t\tTableStorePage prevLock = null;"",""\t\tTableStorePage lock = (TableStorePage)locks.get( pageKey );"",""\t\twhile(lock != null){"",""\t\t\tif(lock.con != con) return null; // there is already any lock from another connection, we can not start write"",""\t\t\tif(lock.lockType \< LOCK_WRITE){"",""\t\t\t\t// if there is only a read lock we can transfer it"",""\t\t\t\t// this is required for rollback to a savepoint"",""\t\t\t\tlock.lockType = LOCK_WRITE;"",""\t\t\t\treturn lock;"",""\t\t\t}"",""\t\t\tprevLock = lock;"",""\t\t\tlock = lock.nextLock;"",""\t\t}"",""\t\tlock = new TableStorePage( con, this, LOCK_WRITE, readlock.fileOffset);"",""\t\tif(prevLock != null){"",""\t\t    prevLock.nextLock = lock;"",""\t\t} else {"",""\t\t    locks.put( pageKey, lock );"",""\t\t}"",""\t\tcon.add(lock);"",""\t\treturn lock;\t\t\t\t\t\t\t\t\t"",""\t}""]"
"/smallsql/database/SSResultSet/updateDate(java.lang.String,java.sql.Date)","[""public void updateDate(String columnName, Date x) throws SQLException {"",""        updateDate( findColumn( columnName ), x );"",""    }""]"
/smallsql/database/ExpressionName/getDataType(),"[""int getDataType(){"",""\t\tswitch(getType()){"",""\t\t\tcase NAME:"",""\t\t\tcase GROUP_BY:"",""\t\t\t\treturn fromEntry.getDataType(colIdx);"",""\t\t\tcase FIRST:"",""\t\t\tcase LAST:"",""\t\t\tcase MAX:"",""\t\t\tcase MIN:"",""\t\t\tcase SUM:"",""\t\t\t\treturn getParams()[0].getDataType();"",""\t\t\tcase COUNT:"",""\t\t\t\treturn SQLTokenizer.INT;"",""\t\t\tdefault: throw new Error();"",""\t\t}"",""    }""]"
/smallsql/database/CommandUpdate/CommandUpdate(smallsql.database.Logger),"[""CommandUpdate( Logger log ){"",""\t\tsuper(log);"",""\t}""]"
/smallsql/database/ExpressionFunctionMinute/getInt(),"[""final int getInt() throws Exception {"",""\t\tif(param1.isNull()) return 0;"",""\t\tDateTime.Details details = new DateTime.Details(param1.getLong());"",""\t\treturn details.minute;"",""\t}""]"
/smallsql/junit/TestLanguage/testLocalizedErrors(),"[""public void testLocalizedErrors() throws Exception {"",""\t\tConnection conn = AllTests.createConnection(\""?locale=it\"", null);"",""\t\tStatement stat = conn.createStatement();"",""\t\t"",""\t\ttry {"",""\t\t\ttry {"",""\t\t\t\trecreateTestTab(stat);"",""\t"",""\t\t\t\tstat.execute(\""CREATE TABLE \"" + TABLE_NAME + \"" (id_test INT)\"");"",""\t\t\t\tfail();"",""\t\t\t}"",""\t\t\tcatch(SQLException e) {"",""\t\t\t\tassertMessage(e, \""La tabella/vista \'\"" + TABLE_NAME + \""\' è già esistente.\"");"",""\t\t\t}"",""\t\t\t"",""\t\t\ttry {"",""\t\t\t\tstat.execute(\""DROP TABLE \"" + TABLE_NAME);"",""\t\t\t\tstat.execute(\""DROP TABLE \"" + TABLE_NAME);"",""\t\t\t}"",""\t\t\tcatch (SQLException e) {"",""\t\t\t\tassertMessage(e, \""Non si può effettuare DROP della tabella\"");"",""\t\t\t}"",""\t\t\t"",""\t\t\ttry {"",""\t\t\t\tstat.execute(\""CREATE TABLE foo\"");"",""\t\t\t}"",""\t\t\tcatch (SQLException e) {"",""\t\t\t\tassertMessage(e, \""Errore di sintassi, fine inattesa\"");"",""\t\t\t}"",""\t\t}"",""\t\tfinally {"",""\t\t\tconn.close();"",""\t\t}"",""\t}""]"
/smallsql/database/language/Language/addMessages(java.lang.String[][]),"[""/**"",""\t * Add entries to message map.\<br\>"",""\t * If duplicates entries are found the adding entries, an exception is"",""\t * thrown."",""\t * "",""\t * @param entries"",""\t *            adding language entries."",""\t * @throws IllegalArgumentException"",""\t *             if duplicate entry is found."",""\t */"",""\tprotected final void addMessages(String[][] entries) "",""\tthrows IllegalArgumentException {"",""\t\tSet inserted = new HashSet(); // for duplicates checking"",""\t\t"",""\t\tfor (int i = 0; i \< entries.length; i++) {"",""\t\t\tString key = entries[i][0];"",""\t\t\t"",""\t\t\tif (! inserted.add(key)) {"",""\t\t\t\tthrow new IllegalArgumentException(\""Duplicate key: \"" + key);"",""\t\t\t}"",""\t\t\telse {"",""\t\t\t\tString value = entries[i][1];"",""\t\t\t\tmessages.put(key, value);"",""\t\t\t}"",""\t\t}"",""\t}""]"
/smallsql/database/ExpressionFunctionLCase/getString(),"[""final String getString() throws Exception {"",""\t\tif(isNull()) return null;"",""\t\treturn param1.getString().toLowerCase();"",""\t}""]"
/smallsql/database/ExpressionFunctionSoundex/isNull(),"[""final boolean isNull() throws Exception {"",""\t\treturn param1.isNull();"",""\t}""]"
/smallsql/database/MutableNumeric/toByteArray(),"[""/**"",""     * Convert this number in a 2 complement that can be used from BigInteger."",""     * The length is ever a multiple of 4"",""     * @return the 2 complement of this object"",""     */"",""    byte[] toByteArray(){"",""        if(signum == 0) return EMPTY_BYTES;"",""        byte[] complement;"",""        int offset;"","""",""        int v = 0;"",""        while(v \< value.length && value[v] == 0) v++;"",""        if (v == value.length) return EMPTY_BYTES;"","""",""        if(value[v] \< 0){"",""            // If the highest bit is set then it must resize"",""            // because this bit is needed for the signum"",""            complement = new byte[(value.length-v)*4 + 4];"",""            if(signum \< 0)"",""                complement[0] = complement[1] = complement[2] = complement[3] = -1;"",""            offset = 4;"",""        }else{"",""            complement = new byte[(value.length-v)*4];"",""            offset = 0;"",""        }"",""        int last = value.length-1;"",""        for(; v \<= last; v++){"",""            int val = (signum\>0) ? value[v] : (v == last) ? -value[v] : ~value[v];"",""            complement[offset++] = (byte)(val \>\> 24);"",""            complement[offset++] = (byte)(val \>\> 16);"",""            complement[offset++] = (byte)(val \>\> 8);"",""            complement[offset++] = (byte)(val);"",""        }"",""        return complement;"",""    }""]"
/smallsql/database/SSDatabaseMetaData/getSQLStateType(),"[""public int getSQLStateType() {"",""\t\treturn sqlStateSQL99;"",""    }""]"
/smallsql/database/ViewResult/getFloat(int),"[""float getFloat(int colIdx) throws Exception {"",""\t\treturn columnExpressions.get(colIdx).getFloat();"",""\t}""]"
"/smallsql/database/SSCallableStatement/registerOutParameter(java.lang.String,int)","[""public void registerOutParameter(String parameterName, int sqlType) throws SQLException {"",""        registerOutParameter( findParameter( parameterName ), sqlType );"",""    }""]"
/smallsql/database/StorePageMap/size(),"[""/**"",""\t * Returns the number of key-value mappings in this map."",""\t *"",""\t * @return the number of key-value mappings in this map."",""\t */"",""\tfinal int size() {"",""\t\treturn size;"",""\t}""]"
/smallsql/database/ExpressionFunctionRight/getString(),"[""final String getString() throws Exception {"",""\t\tif(isNull()) return null;"",""\t\tString str = param1.getString();"",""\t\tint length  = param2.getInt();"",""\t\tint start = str.length() - Math.min( length, str.length() );"",""\t\treturn str.substring(start);"",""\t}""]"
/smallsql/database/Join/rowDeleted(),"[""final boolean rowDeleted(){"",""\t\treturn left.rowDeleted() || right.rowDeleted();"",""\t}""]"
/smallsql/database/Distinct/isScrollable(),"[""final boolean isScrollable() {"",""\t\treturn false;"",""\t}""]"
/smallsql/database/SSDatabaseMetaData/supportsDifferentTableCorrelationNames(),"[""public boolean supportsDifferentTableCorrelationNames() {"",""    \treturn true;"",""    }""]"
/smallsql/database/TableResult/getInt(int),"[""@Override"",""    final int getInt( int colIdx ) throws Exception{"",""        return store.getInt( offsets[colIdx], dataTypes[colIdx] );"",""    }""]"
/smallsql/database/TableResult/TableResult(smallsql.database.Table),"[""TableResult(Table table){"",""\t\tthis.table = table;"",""\t}""]"
/smallsql/database/MutableFloat/getImmutableObject(),"[""public Object getImmutableObject(){"",""\t\treturn new Float(value);"",""\t}""]"
/smallsql/database/ExpressionFunctionMod/isNull(),"[""boolean isNull() throws Exception{"",""        return param1.isNull() || param2.isNull();"",""    }""]"
/smallsql/database/SSResultSet/getBlob(java.lang.String),"[""public Blob getBlob(String columnName) throws SQLException {"",""        return getBlob( findColumn( columnName ) );"",""    }""]"
/smallsql/database/StoreNoCurrentRow/noCurrentRow(),"[""private SQLException noCurrentRow(){"",""\t\treturn SmallSQLException.create(Language.ROW_NOCURRENT);"",""\t}""]"
/smallsql/database/SSResultSet/getCmd(),"[""final private CommandSelect getCmd() throws SQLException {"",""\t\tif(cmd == null){"",""            throw SmallSQLException.create(Language.RSET_CLOSED);"",""        }"",""        st.con.testClosedConnection();"",""\t\treturn cmd;"",""\t}""]"
/smallsql/database/NoFromResult/execute(),"[""final void execute() throws Exception{/* can be empty, nothing to do */}""]"
/smallsql/database/IndexDescription/load(smallsql.database.Database),"[""private void load(Database database) throws SQLException{"",""        try{"",""            File file = getFile( database, name );"",""            if(!file.exists())"",""                throw SmallSQLException.create(Language.INDEX_MISSING, name);"",""            raFile = Utils.openRaFile( file, database.isReadOnly() );"",""            ByteBuffer buffer = ByteBuffer.allocate(8);"",""            raFile.read(buffer);"",""            buffer.position(0);"",""            int magic   = buffer.getInt();"",""            int version = buffer.getInt();"",""            if(magic != MAGIC_INDEX){"",""                throw SmallSQLException.create(Language.INDEX_FILE_INVALID, file.getName());"",""            }"",""            if(version \> INDEX_VERSION){"",""            \tObject[] params = { new Integer(version), file.getName() };"",""                throw SmallSQLException.create(Language.FILE_TOONEW, params);"",""            }"",""        }catch(Throwable e){"",""            if(raFile != null)"",""                try{"",""                    raFile.close();"",""                }catch(Exception e2){"",""                    DriverManager.println(e2.toString());"",""                }"",""            throw SmallSQLException.createFromException(e);"",""        }"",""    }""]"
/smallsql/database/StoreImpl/readBoolean(),"[""boolean readBoolean(){"",""        return page[ offset++ ] != 0;"",""    }""]"
/smallsql/database/Expressions/toArray(smallsql.database.Expression[]),"[""final void toArray(Expression[] array){"",""\t\tSystem.arraycopy( data, 0, array, 0, size);"",""\t}""]"
/smallsql/database/IndexDescription/writeMagic(java.nio.channels.FileChannel),"[""private final void writeMagic(FileChannel raFile) throws Exception{"",""\t    ByteBuffer buffer = ByteBuffer.allocate(8);"",""\t    buffer.putInt(MAGIC_INDEX);"",""\t    buffer.putInt(INDEX_VERSION);"",""\t    buffer.position(0);"",""\t    raFile.write(buffer);"",""\t}""]"
"/smallsql/database/SSDriver/getPropertyInfo(java.lang.String,java.util.Properties)","[""public DriverPropertyInfo[] getPropertyInfo(String url, Properties info)"",""    throws SQLException {"",""        Properties props = parse(url, info);"",""        DriverPropertyInfo[] driverInfos = new DriverPropertyInfo[1];"",""        driverInfos[0] = new DriverPropertyInfo(\""dbpath\"", props.getProperty(\""dbpath\""));"",""        return driverInfos;"",""    }""]"
